-78.97,25.36,-13.94
-76.38,24.05,-13.81
-72.98,18.43,-10.88
-71.36,-8.45,8.48
-83.81,-30.13,30.73
-79,-2.11,21.43
-81.58,35.91,4.53
-88.67,54.33,-10.62
-93.74,61.41,-23.49
-101.59,64.84,-45.47
-102.72,57.19,-41.94
-91.35,23.32,-16.55
-86.12,-22.22,-5.06
-85.13,-51.36,10.89
-105.63,-72.66,81.85
-125.4,-120.62,132.7
-116.59,-113.93,101.38
-75.69,-5.56,9.51
-85.29,36.19,-11.66
-97.16,48.95,-28.89
-101.62,47.39,-34.72
-101.74,44.07,-33.86
-97.01,31.4,-25.64
-86.15,4.39,-15.05
-81.42,-24.98,-4.09
-84.69,-47.89,8.63
-83.28,-43.3,10.31
-74.73,-17.07,-1.07
-73.34,2.62,-8.68
-78.03,20.82,-18.15
-81.19,28.25,-24.36
-80.03,30.72,-25.83
-77.47,28.61,-22.34
-76.19,27.14,-20.07
-74.24,25.65,-16.97
-72.63,26.28,-14.95
-70.97,27.59,-13.98
-69.36,27.12,-12.71
-66.86,25.77,-10.68
-64.1,23.73,-9.78
-61.76,21.08,-8.61
-59.16,17.56,-6.01
-56.53,-9.27,8.21
-71.14,-38.19,31.75
-65.11,-10.32,18.14
-76.8,43.61,-6.51
-90.65,57.51,-28.31
-89.16,45.88,-27.75
-83.67,30.6,-22.17
-79.66,14.44,-17.81
-77.1,-17.38,-6.1
-79.79,-48.9,8.45
-102.04,-75.31,78.77
-129.37,-119.2,137.86
-120.14,-113.46,110.15
-63.5,-4.37,8.86
-72.1,32.14,-8.45
-85.16,49.84,-24.88
-91.68,50.51,-33.82
-89.64,44.26,-31.91
-94.47,49.34,-40.3
-96.27,52.97,-43.94
-91.3,49.49,-36.01
-82.11,34.2,-23.92
-74.36,14.8,-14.25
-70.4,-20.59,-3.22
-80.62,-53.42,15.47
-76.82,-46.85,19.73
-65.8,-28.1,10.12
-63.27,-22.95,6.51
-62.4,-20.68,5.72
-60.72,-11.9,1.94
-62.07,17.83,-12.68
-66.58,30.87,-22.75
-64.93,31.22,-22.68
-61.56,28.34,-20.21
-60.75,27.55,-17.03
-58.66,23.6,-8.38
-56.99,21.39,-5.33
-56.15,20.18,-2.46
-55.26,19.66,-1.55
-54.21,19.5,-0.57
-53.4,18.82,0.02
-51.8,12.91,-0.59
-50.79,-8.27,6.68
-62.14,-43.59,28.28
-72.18,-47.21,39.99
-58.47,16.14,5.7
-81.27,57.64,-24.35
-82.86,50.48,-29.82
-78.27,38.93,-27.74
-67.86,9.67,-16.22
-67.23,-24.23,-1.66
-74.46,-54.66,18.24
-113.27,-109.56,99.25
-134.02,-118.56,124.45
-70.04,-48.06,33.06
-53.24,11.2,5.65
-64.97,42.86,-10.82
-81.02,56.5,-31.32
-82.32,52.23,-33.93
-69.66,34.65,-22.58
-58.76,-3.47,-7.99
-64.39,-36.18,7.24
-58.81,-22.72,6.16
-51.41,-12.88,1.49
-48.22,-14.18,3.7
-47.64,-17.78,4.89
-45.95,-19.76,6.35
-44.37,-16.17,4.63
-44.87,-10.98,2.6
-47.03,-4.72,0.31
-48.14,-3.36,0.75
-49.19,2.23,-1.8
-50.69,11.55,-7.79
-51.51,14.41,-9.88
-51.62,11.21,-7.27
-52.07,9.11,-5.28
-52.92,18.01,-10.75
-52.4,23.8,-12.94
-51.45,23.15,-11.24
-50.6,25.29,-12.33
-48.4,27.54,-14.43
-48.65,28.06,-15.35
-49.95,28.11,-14.79
-49.29,29.11,-16.55
-47.61,27.13,-14.08
-43.23,19.04,-6.33
-41.42,-25.63,18.89
-47.89,-39.92,39.27
-44.27,13.96,11.57
-63.82,55.23,-15.11
-73.28,58.6,-32.03
-57.63,36.64,-19.93
-49.7,-4.48,-6.2
-58.84,-43.56,9.34
-98.98,-70.05,72.94
-126.67,-114.64,105.61
-45.51,-31.55,22.77
-44.86,23.12,0.99
-61.1,51.24,-18.1
-70.49,53.96,-29.93
-63.7,42.62,-25.31
-53.94,23.51,-17.05
-48.23,-12.79,-5.23
-55.5,-40.01,10.99
-46.85,-24.73,8.42
-42.52,-0.73,-3.45
-42.6,13.23,-11.98
-41.64,16.85,-12.49
-39.99,15.8,-12.17
-39.19,15.08,-11.52
-37.71,12.24,-7.21
-34.44,4.7,-1.13
-32.44,-11.89,9.09
-31.1,-28.97,24.33
-31.58,-19.18,26.63
-37.98,22.93,9.07
-61.09,61.87,-25.81
-67.57,60.19,-41.34
-46.97,37.29,-25.21
-41.76,-6.36,-8.04
-50.42,-51.74,19.22
-132.4,-113.24,106.07
-64.7,-62.43,57.75
-32.12,4.51,6.93
-43.62,41.9,-12.59
-55.85,53.31,-29.86
-57.81,50.44,-32.96
-52.49,42.51,-28.31
-42.46,19.1,-17.61
-39.66,-19.86,-5.81
-45.08,-39.61,8.91
-39.11,-31.06,10.08
-31.36,-10,3.43
-31.01,4.62,-1.39
-31.73,18.17,-7.86
-30.78,22.53,-10.33
-28.81,22.51,-9.38
-27.72,22.02,-9.93
-26.01,20.24,-8.06
-22.84,6.23,2.11
-19.75,-23.04,20.6
-19.54,-27.12,28.35
-27.31,32.68,5.1
-47.57,65.09,-31.62
-34.23,46.52,-23.84
-28.75,5.08,-7.87
-32,-31.17,6.91
-33.62,-54.21,27.82
-69.77,-68.61,77.01
-24.25,-55.68,38.09
-21.95,3.55,8.13
-34.51,46.62,-15.07
-49.07,57.78,-36.97
-44.42,50.26,-33.61
-34.33,32.61,-22.11
-30.24,-6.06,-7.03
-32.8,-34.75,9.93
-29.94,-33.12,14.95
-31.79,-29.14,11.4
-33.52,-20.31,-3.79
-32.37,-25.06,4.16
-26.35,-19.36,-3.3
-23.89,-17.21,-4.17
-19.85,-9.96,-4.85
-19.06,-7.98,-4.1
-18.3,-6.75,-3.79
-17.82,-5.83,-3.2
-17.53,-2.92,-3.36
-17.87,-3.51,-2.85
-17.93,-2.81,-2.87
-18.14,-3,-2.49
-18.09,-2.81,-2.39
-18.28,-3.04,-2.02
-18.31,-2.7,-1.92
